team_1,team_2,venue,pitch_type,weather,toss_winner,toss_decision_bat,team1_avg_runs_last5,team2_avg_runs_last5,team1_avg_wickets_taken_last5,team2_avg_wickets_taken_last5,team1_win_percentage_last10,team2_win_percentage_last10,team1_key_player_form,team2_key_player_form,Format,team1_win
West Indies,Pakistan,Delhi,Balanced,Rainy,1,1,167.0,199.0,4,6,57,62,42.0,23.0,T20,0
Australia,West Indies,Sydney,Batting,Humid,2,1,145.0,169.0,5,8,35,86,51.0,88.0,T20,0
Sri Lanka,Bangladesh,Mumbai,Bowling,Rainy,2,0,159.0,140.0,5,6,62,53,91.0,95.0,ODI,1
Bangladesh,Sri Lanka,Dubai,Balanced,Rainy,2,0,181.0,185.0,7,7,60,44,96.0,48.0,T20,1
Pakistan,South Africa,Kolkata,Balanced,Clear,1,1,140.0,189.0,6,6,59,52,96.0,40.0,ODI,0
India,Bangladesh,Mumbai,Bowling,Humid,2,0,195.0,188.0,7,6,78,88,37.0,81.0,T20,0
India,Sri Lanka,Kolkata,Batting,Humid,1,0,189.0,150.0,4,5,80,34,75.0,76.0,ODI,1
Bangladesh,Australia,Melbourne,Batting,Humid,2,1,145.0,163.0,9,7,48,62,35.0,43.0,ODI,0
Sri Lanka,West Indies,Mumbai,Balanced,Clear,1,0,199.0,197.0,6,8,77,40,93.0,94.0,T20,1
England,Afghanistan,Kolkata,Bowling,Clear,2,1,191.0,159.0,5,4,79,35,83.0,22.0,T20,1
Australia,Afghanistan,Sydney,Bowling,Clear,2,1,176.0,195.0,9,9,56,68,97.0,68.0,T20,0
Bangladesh,Pakistan,Melbourne,Balanced,Cloudy,1,0,149.0,158.0,9,5,62,66,93.0,86.0,ODI,0
South Africa,Pakistan,Bengaluru,Bowling,Rainy,1,0,197.0,183.0,5,5,34,33,93.0,48.0,T20,1
India,Australia,Sydney,Bowling,Clear,2,0,140.0,143.0,4,9,84,83,83.0,95.0,ODI,0
South Africa,Bangladesh,Melbourne,Batting,Humid,2,1,188.0,199.0,6,9,76,32,75.0,44.0,T20,1
New Zealand,Pakistan,Mumbai,Bowling,Cloudy,1,0,166.0,169.0,4,8,73,85,67.0,21.0,ODI,1
Afghanistan,West Indies,Bengaluru,Balanced,Cloudy,2,1,187.0,172.0,9,7,69,38,63.0,60.0,T20,1
Sri Lanka,Pakistan,Delhi,Bowling,Rainy,2,0,151.0,143.0,7,7,31,40,37.0,47.0,ODI,0
India,Pakistan,Melbourne,Bowling,Cloudy,1,1,158.0,152.0,5,6,49,42,37.0,69.0,ODI,1
South Africa,India,London,Bowling,Clear,2,0,199.0,140.0,5,5,35,77,25.0,88.0,ODI,1
New Zealand,Pakistan,Chennai,Balanced,Humid,1,0,159.0,196.0,8,4,59,64,78.0,67.0,T20,0
South Africa,Bangladesh,Mumbai,Batting,Humid,1,0,169.0,156.0,4,7,89,52,65.0,39.0,ODI,1
England,Bangladesh,London,Balanced,Humid,2,0,162.0,151.0,7,9,80,57,67.0,68.0,ODI,1
South Africa,India,Kolkata,Bowling,Humid,1,1,171.0,154.0,7,4,72,71,36.0,94.0,ODI,1
West Indies,New Zealand,Bengaluru,Batting,Cloudy,1,1,151.0,158.0,5,5,48,52,40.0,28.0,ODI,1
Pakistan,West Indies,London,Balanced,Clear,1,0,153.0,141.0,6,6,49,42,87.0,50.0,ODI,1
Pakistan,Australia,Kolkata,Bowling,Clear,2,0,182.0,192.0,9,5,78,80,41.0,86.0,T20,0
England,Bangladesh,Melbourne,Batting,Clear,1,0,184.0,162.0,4,5,67,50,75.0,97.0,T20,1
New Zealand,Afghanistan,Johannesburg,Batting,Clear,2,1,160.0,164.0,7,8,88,86,21.0,24.0,ODI,0
Sri Lanka,New Zealand,Mumbai,Bowling,Cloudy,1,0,172.0,145.0,6,4,58,39,47.0,83.0,ODI,1
New Zealand,Australia,Mumbai,Bowling,Rainy,1,0,165.0,179.0,7,9,45,38,23.0,59.0,T20,0
South Africa,West Indies,Delhi,Batting,Humid,2,0,183.0,165.0,4,7,64,33,43.0,31.0,T20,1
South Africa,Bangladesh,Kolkata,Bowling,Humid,2,1,192.0,142.0,5,4,48,88,21.0,54.0,ODI,1
Afghanistan,New Zealand,London,Batting,Clear,2,1,178.0,189.0,4,8,50,34,31.0,31.0,T20,1
West Indies,Pakistan,Sydney,Bowling,Cloudy,1,0,191.0,199.0,5,6,48,78,66.0,54.0,T20,0
South Africa,West Indies,Sydney,Bowling,Clear,1,0,162.0,198.0,9,9,36,47,97.0,82.0,T20,0
England,Bangladesh,Kolkata,Batting,Clear,1,1,142.0,162.0,9,8,71,86,72.0,97.0,ODI,0
Bangladesh,West Indies,Chennai,Balanced,Clear,2,1,199.0,197.0,7,8,35,37,45.0,76.0,T20,0
West Indies,Sri Lanka,Sydney,Balanced,Rainy,2,1,164.0,179.0,6,6,56,48,97.0,55.0,T20,1
Sri Lanka,England,Johannesburg,Bowling,Humid,1,0,162.0,174.0,6,5,87,82,43.0,41.0,ODI,0
India,Sri Lanka,Johannesburg,Batting,Clear,1,0,170.0,154.0,4,7,80,42,20.0,22.0,ODI,1
West Indies,Australia,Mumbai,Bowling,Rainy,2,1,141.0,191.0,5,5,66,67,69.0,66.0,ODI,0
England,Bangladesh,London,Bowling,Humid,1,1,152.0,175.0,6,9,55,40,78.0,41.0,ODI,1
New Zealand,South Africa,Sydney,Balanced,Humid,1,0,155.0,191.0,5,7,85,36,35.0,87.0,T20,0
New Zealand,Bangladesh,Kolkata,Batting,Cloudy,1,0,159.0,187.0,4,9,83,64,99.0,34.0,T20,1
India,Afghanistan,Johannesburg,Batting,Clear,2,1,153.0,192.0,7,6,47,31,32.0,78.0,T20,0
Afghanistan,Bangladesh,Kolkata,Batting,Humid,1,0,186.0,184.0,9,6,67,59,56.0,63.0,T20,1
England,Afghanistan,Kolkata,Batting,Cloudy,1,1,144.0,181.0,8,9,62,59,85.0,40.0,ODI,0
Sri Lanka,West Indies,Mumbai,Batting,Rainy,1,0,171.0,157.0,6,4,31,81,20.0,61.0,ODI,0
Sri Lanka,Australia,Melbourne,Balanced,Clear,1,1,194.0,181.0,4,5,39,40,76.0,89.0,T20,1
New Zealand,Australia,Mumbai,Batting,Cloudy,1,0,190.0,199.0,7,7,75,82,20.0,79.0,T20,0
England,Afghanistan,Mumbai,Batting,Rainy,1,0,150.0,151.0,5,7,88,62,76.0,21.0,ODI,1
Australia,West Indies,Dubai,Balanced,Cloudy,1,0,161.0,165.0,7,6,41,68,44.0,24.0,ODI,0
Sri Lanka,Bangladesh,Johannesburg,Batting,Cloudy,1,0,141.0,169.0,4,6,81,59,55.0,78.0,ODI,0
India,Sri Lanka,Dubai,Batting,Clear,1,1,183.0,169.0,9,7,77,31,78.0,56.0,ODI,1
Afghanistan,Pakistan,Chennai,Bowling,Clear,1,1,174.0,152.0,6,7,67,39,64.0,34.0,ODI,1
Pakistan,England,Bengaluru,Batting,Cloudy,1,0,178.0,143.0,4,9,76,36,74.0,91.0,ODI,1
West Indies,South Africa,Johannesburg,Batting,Clear,1,0,162.0,150.0,9,4,62,76,51.0,46.0,ODI,1
Australia,India,Johannesburg,Bowling,Rainy,1,0,170.0,185.0,5,6,42,64,58.0,99.0,T20,0
Afghanistan,Pakistan,Dubai,Batting,Cloudy,2,0,156.0,176.0,4,7,70,58,41.0,96.0,ODI,0
Australia,West Indies,Johannesburg,Balanced,Humid,1,1,150.0,159.0,6,5,55,52,40.0,53.0,ODI,0
Bangladesh,New Zealand,Kolkata,Batting,Cloudy,1,1,171.0,180.0,8,6,32,50,20.0,86.0,T20,0
West Indies,England,Mumbai,Batting,Rainy,2,0,176.0,170.0,4,5,62,73,91.0,94.0,T20,0
Australia,India,Johannesburg,Bowling,Humid,2,0,141.0,152.0,8,6,55,51,56.0,48.0,ODI,0
India,Pakistan,Delhi,Balanced,Humid,1,1,189.0,145.0,4,5,61,35,20.0,34.0,ODI,1
Australia,West Indies,Dubai,Bowling,Humid,2,0,198.0,184.0,8,7,67,35,64.0,22.0,T20,1
Afghanistan,England,Johannesburg,Batting,Cloudy,1,0,167.0,142.0,6,4,59,33,29.0,93.0,ODI,1
Australia,Bangladesh,Chennai,Bowling,Cloudy,1,0,154.0,161.0,6,9,44,86,99.0,27.0,ODI,0
Sri Lanka,Afghanistan,Melbourne,Bowling,Clear,2,0,142.0,192.0,5,7,79,50,51.0,48.0,ODI,0
New Zealand,Pakistan,Chennai,Bowling,Humid,2,1,154.0,183.0,7,7,43,41,58.0,62.0,ODI,0
South Africa,Bangladesh,Kolkata,Balanced,Cloudy,2,0,181.0,152.0,6,8,58,85,66.0,65.0,ODI,1
Sri Lanka,South Africa,Chennai,Bowling,Cloudy,2,0,180.0,181.0,5,9,68,53,71.0,52.0,T20,1
Australia,Sri Lanka,Melbourne,Batting,Rainy,1,1,198.0,165.0,6,8,37,79,67.0,72.0,T20,1
West Indies,England,Kolkata,Balanced,Clear,2,1,182.0,169.0,4,6,52,32,23.0,66.0,ODI,1
India,Sri Lanka,Bengaluru,Balanced,Rainy,1,0,192.0,169.0,5,6,66,87,47.0,67.0,T20,0
England,Afghanistan,Delhi,Balanced,Rainy,2,0,192.0,175.0,9,6,66,36,66.0,24.0,T20,1
West Indies,Pakistan,Chennai,Batting,Clear,1,1,169.0,166.0,5,7,72,54,57.0,86.0,ODI,1
Pakistan,Sri Lanka,Chennai,Bowling,Humid,1,1,170.0,186.0,8,7,83,34,90.0,22.0,T20,1
India,South Africa,Sydney,Batting,Clear,1,0,141.0,153.0,5,9,35,48,96.0,56.0,ODI,0
Sri Lanka,England,Johannesburg,Batting,Cloudy,2,1,167.0,142.0,6,7,58,63,46.0,55.0,ODI,1
Sri Lanka,England,Chennai,Bowling,Humid,1,1,198.0,160.0,6,5,32,34,49.0,29.0,T20,1
Sri Lanka,Afghanistan,Bengaluru,Batting,Cloudy,1,0,188.0,172.0,9,8,62,53,36.0,83.0,T20,1
Australia,England,Johannesburg,Batting,Humid,1,0,170.0,198.0,7,9,65,51,30.0,25.0,T20,1
Bangladesh,Australia,Bengaluru,Balanced,Cloudy,1,0,160.0,183.0,6,4,65,51,38.0,63.0,T20,0
India,Australia,Mumbai,Bowling,Clear,2,1,165.0,199.0,5,9,46,84,57.0,32.0,T20,0
Australia,Bangladesh,Delhi,Balanced,Cloudy,1,0,185.0,163.0,8,6,73,58,46.0,93.0,T20,1
Australia,Bangladesh,Kolkata,Batting,Rainy,2,0,170.0,168.0,8,8,38,71,51.0,96.0,T20,0
India,Sri Lanka,Melbourne,Bowling,Clear,1,1,167.0,166.0,9,6,32,81,72.0,36.0,ODI,0
Sri Lanka,India,Delhi,Batting,Clear,2,1,179.0,161.0,8,8,60,32,91.0,51.0,ODI,1
Pakistan,India,Johannesburg,Batting,Clear,2,0,177.0,190.0,5,8,30,60,82.0,93.0,T20,0
Afghanistan,West Indies,Mumbai,Batting,Clear,2,0,198.0,185.0,7,8,57,38,84.0,20.0,T20,1
Bangladesh,Afghanistan,Melbourne,Batting,Humid,1,0,188.0,189.0,4,8,32,31,57.0,59.0,T20,0
India,New Zealand,Chennai,Batting,Clear,2,1,197.0,140.0,4,5,58,33,32.0,80.0,ODI,1
Sri Lanka,Australia,Mumbai,Bowling,Clear,2,1,159.0,186.0,8,9,89,54,67.0,44.0,T20,1
West Indies,Afghanistan,Kolkata,Batting,Clear,1,0,167.0,166.0,8,9,48,70,74.0,96.0,ODI,0
Pakistan,Afghanistan,Kolkata,Bowling,Cloudy,1,1,152.0,176.0,4,5,64,76,38.0,20.0,ODI,0
West Indies,England,Dubai,Balanced,Rainy,1,1,146.0,175.0,7,4,41,69,50.0,73.0,ODI,0
Afghanistan,South Africa,Sydney,Batting,Clear,1,0,198.0,140.0,4,8,79,30,79.0,82.0,ODI,1
Bangladesh,New Zealand,Mumbai,Bowling,Rainy,2,0,175.0,161.0,5,4,74,63,45.0,73.0,ODI,1
Afghanistan,Pakistan,Johannesburg,Balanced,Clear,1,0,154.0,153.0,8,5,71,62,79.0,58.0,ODI,1
Sri Lanka,New Zealand,Melbourne,Bowling,Clear,2,1,170.0,140.0,6,5,83,89,32.0,22.0,ODI,1
Bangladesh,Sri Lanka,London,Batting,Cloudy,2,1,189.0,182.0,9,4,74,82,35.0,36.0,T20,1
West Indies,India,Melbourne,Balanced,Clear,2,0,183.0,140.0,7,5,31,31,59.0,59.0,ODI,1
Pakistan,Sri Lanka,Dubai,Balanced,Cloudy,2,1,175.0,198.0,9,7,47,70,62.0,47.0,T20,0
Australia,South Africa,Kolkata,Bowling,Humid,2,0,145.0,168.0,9,4,71,41,75.0,37.0,ODI,1
Australia,Bangladesh,Chennai,Batting,Cloudy,1,1,146.0,169.0,6,8,78,43,56.0,99.0,ODI,1
West Indies,Pakistan,Kolkata,Batting,Humid,1,0,158.0,168.0,6,8,41,49,61.0,90.0,ODI,0
India,New Zealand,Bengaluru,Batting,Clear,1,1,172.0,152.0,6,5,75,54,66.0,21.0,ODI,1
England,Afghanistan,Chennai,Batting,Clear,2,1,170.0,150.0,9,4,33,82,98.0,26.0,ODI,0
England,South Africa,Melbourne,Batting,Rainy,2,0,146.0,196.0,4,5,87,71,70.0,50.0,T20,0
New Zealand,England,Mumbai,Bowling,Cloudy,1,1,168.0,173.0,9,7,69,59,22.0,50.0,T20,1
South Africa,Afghanistan,Delhi,Balanced,Humid,1,0,181.0,143.0,5,8,82,87,74.0,91.0,ODI,1
England,India,Dubai,Batting,Cloudy,1,0,151.0,194.0,8,8,87,49,23.0,22.0,T20,0
New Zealand,Pakistan,Dubai,Bowling,Clear,1,1,192.0,167.0,7,6,55,73,90.0,93.0,T20,1
Sri Lanka,Australia,Melbourne,Batting,Clear,1,1,143.0,188.0,9,9,73,34,90.0,79.0,ODI,0
England,South Africa,Chennai,Bowling,Humid,2,1,188.0,157.0,8,7,33,68,62.0,37.0,T20,1
Pakistan,Afghanistan,Delhi,Batting,Rainy,2,0,158.0,172.0,8,6,43,54,93.0,94.0,ODI,0
Pakistan,England,Chennai,Batting,Clear,2,1,160.0,161.0,7,9,75,68,98.0,81.0,ODI,1
South Africa,Sri Lanka,Melbourne,Balanced,Humid,2,0,165.0,180.0,5,7,58,85,30.0,22.0,T20,0
Afghanistan,Australia,Johannesburg,Bowling,Clear,2,0,170.0,144.0,5,9,43,63,53.0,44.0,ODI,1
Pakistan,Bangladesh,Delhi,Batting,Rainy,1,1,162.0,168.0,5,7,52,52,82.0,61.0,ODI,1
Australia,Sri Lanka,Johannesburg,Balanced,Rainy,2,1,160.0,162.0,9,4,81,37,79.0,23.0,ODI,1
Sri Lanka,Australia,Melbourne,Batting,Clear,1,0,152.0,147.0,9,5,41,33,24.0,71.0,ODI,0
West Indies,India,Melbourne,Batting,Clear,1,0,140.0,169.0,9,9,64,73,32.0,37.0,ODI,0
Afghanistan,South Africa,Dubai,Batting,Clear,1,0,196.0,175.0,7,5,38,41,50.0,32.0,T20,1
New Zealand,West Indies,Delhi,Bowling,Clear,1,1,160.0,156.0,4,9,68,83,29.0,35.0,ODI,1
India,South Africa,Melbourne,Bowling,Clear,1,0,168.0,189.0,5,6,42,42,36.0,76.0,T20,0
India,New Zealand,Bengaluru,Balanced,Cloudy,1,0,161.0,182.0,6,4,49,74,91.0,41.0,T20,0
Afghanistan,Bangladesh,Melbourne,Bowling,Cloudy,1,0,146.0,189.0,6,9,64,48,77.0,27.0,ODI,0
Australia,Pakistan,Sydney,Balanced,Clear,2,0,192.0,193.0,7,9,72,74,31.0,42.0,T20,0
West Indies,Sri Lanka,London,Batting,Cloudy,1,1,179.0,141.0,4,5,36,58,74.0,84.0,ODI,1
England,Australia,Johannesburg,Bowling,Cloudy,2,1,187.0,183.0,8,4,73,43,68.0,77.0,T20,1
West Indies,Bangladesh,Johannesburg,Balanced,Humid,1,0,180.0,182.0,9,7,69,65,60.0,46.0,T20,1
Afghanistan,New Zealand,Bengaluru,Balanced,Humid,2,0,198.0,154.0,6,5,79,67,74.0,24.0,T20,1
South Africa,New Zealand,Dubai,Batting,Cloudy,2,1,182.0,199.0,5,8,61,45,66.0,74.0,T20,0
South Africa,Bangladesh,Chennai,Bowling,Clear,1,0,151.0,187.0,9,9,52,30,34.0,25.0,ODI,0
South Africa,Pakistan,Kolkata,Balanced,Rainy,2,0,152.0,152.0,9,7,46,41,70.0,47.0,ODI,1
Bangladesh,Pakistan,Melbourne,Balanced,Humid,1,0,186.0,155.0,8,5,32,44,96.0,98.0,T20,1
Afghanistan,New Zealand,Dubai,Balanced,Humid,2,0,195.0,169.0,7,8,48,34,59.0,55.0,T20,1
Australia,Sri Lanka,Melbourne,Balanced,Humid,1,1,170.0,196.0,7,7,72,41,45.0,48.0,T20,1
India,Australia,Melbourne,Batting,Humid,2,0,162.0,199.0,6,5,70,38,32.0,94.0,T20,0
New Zealand,Afghanistan,Sydney,Batting,Rainy,2,1,199.0,199.0,8,6,39,67,50.0,22.0,T20,0
South Africa,Sri Lanka,London,Bowling,Rainy,1,1,189.0,146.0,8,9,76,46,39.0,24.0,ODI,1
Australia,Afghanistan,Melbourne,Bowling,Cloudy,1,0,170.0,142.0,6,4,36,69,78.0,43.0,ODI,1
Australia,England,Mumbai,Bowling,Rainy,2,1,163.0,197.0,7,5,85,83,64.0,52.0,T20,0
Pakistan,India,Melbourne,Batting,Clear,1,1,174.0,147.0,8,8,38,89,20.0,51.0,ODI,0
England,Afghanistan,Chennai,Balanced,Humid,2,0,162.0,167.0,4,6,55,63,68.0,60.0,ODI,0
India,West Indies,Delhi,Balanced,Humid,2,0,155.0,174.0,6,8,39,61,88.0,78.0,ODI,0
Bangladesh,England,London,Batting,Clear,1,1,143.0,161.0,4,7,41,57,72.0,90.0,ODI,0
New Zealand,Pakistan,Chennai,Batting,Clear,2,0,156.0,170.0,8,5,78,61,82.0,47.0,ODI,1
Australia,Bangladesh,Bengaluru,Balanced,Humid,1,0,164.0,169.0,5,9,67,39,30.0,47.0,ODI,1
West Indies,Afghanistan,Bengaluru,Bowling,Humid,2,0,192.0,167.0,8,7,32,58,23.0,69.0,T20,0
Afghanistan,West Indies,Johannesburg,Batting,Cloudy,1,1,183.0,169.0,8,7,65,81,23.0,96.0,T20,0
Pakistan,Sri Lanka,Mumbai,Batting,Rainy,2,1,164.0,181.0,4,8,72,56,70.0,77.0,T20,0
Bangladesh,South Africa,Kolkata,Batting,Humid,1,1,191.0,146.0,9,8,53,37,70.0,46.0,ODI,1
West Indies,India,London,Batting,Rainy,1,1,171.0,175.0,5,5,37,87,25.0,69.0,T20,0
New Zealand,Bangladesh,London,Bowling,Humid,1,0,181.0,163.0,8,8,51,67,61.0,99.0,T20,0
Australia,Sri Lanka,Kolkata,Batting,Humid,2,0,151.0,168.0,9,7,67,42,88.0,54.0,ODI,1
Australia,India,Sydney,Bowling,Humid,1,1,195.0,172.0,8,8,65,62,87.0,67.0,T20,1
Australia,Bangladesh,Sydney,Batting,Rainy,2,1,151.0,198.0,4,5,77,81,76.0,62.0,T20,0
Pakistan,South Africa,Delhi,Balanced,Clear,2,0,180.0,184.0,5,5,43,60,35.0,28.0,T20,0
West Indies,New Zealand,Mumbai,Batting,Humid,2,1,186.0,163.0,4,9,72,47,43.0,77.0,T20,1
India,Australia,Melbourne,Bowling,Clear,1,0,155.0,152.0,7,5,69,35,72.0,80.0,ODI,1
Sri Lanka,Bangladesh,Kolkata,Bowling,Cloudy,2,1,145.0,178.0,7,4,38,32,37.0,26.0,ODI,0
Australia,South Africa,Melbourne,Batting,Humid,1,0,155.0,161.0,6,8,50,51,63.0,21.0,ODI,1
England,Sri Lanka,Dubai,Batting,Clear,1,0,149.0,147.0,7,4,74,40,98.0,87.0,ODI,1
England,New Zealand,Dubai,Balanced,Humid,1,1,163.0,169.0,6,9,83,78,85.0,84.0,T20,0
Pakistan,Bangladesh,Bengaluru,Bowling,Humid,1,1,182.0,150.0,7,9,51,68,94.0,91.0,ODI,1
Bangladesh,South Africa,Bengaluru,Bowling,Humid,2,1,164.0,185.0,4,8,53,72,98.0,22.0,T20,0
West Indies,Bangladesh,Johannesburg,Balanced,Rainy,2,0,150.0,165.0,5,7,38,40,20.0,24.0,ODI,0
New Zealand,Sri Lanka,Chennai,Balanced,Clear,2,0,174.0,191.0,6,6,89,54,77.0,64.0,T20,1
India,England,Delhi,Batting,Humid,2,1,198.0,169.0,7,5,59,55,59.0,79.0,T20,1
New Zealand,Afghanistan,London,Batting,Rainy,2,1,162.0,169.0,9,9,35,35,42.0,81.0,T20,0
South Africa,Afghanistan,Melbourne,Bowling,Cloudy,1,0,171.0,152.0,7,5,64,85,98.0,85.0,ODI,1
India,West Indies,Dubai,Batting,Cloudy,1,0,192.0,141.0,8,5,48,86,92.0,45.0,ODI,1
Pakistan,Bangladesh,London,Balanced,Rainy,1,1,192.0,159.0,8,7,60,71,27.0,47.0,T20,1
Pakistan,South Africa,Chennai,Bowling,Humid,2,1,173.0,146.0,5,4,58,32,38.0,87.0,ODI,1
Pakistan,West Indies,Chennai,Bowling,Clear,1,1,162.0,153.0,5,6,73,39,36.0,63.0,ODI,1
Pakistan,Afghanistan,Dubai,Balanced,Rainy,1,0,192.0,198.0,7,4,49,35,34.0,52.0,T20,0
Bangladesh,England,Chennai,Batting,Clear,1,0,175.0,164.0,6,4,81,43,75.0,64.0,ODI,1
India,West Indies,Mumbai,Balanced,Clear,2,1,148.0,192.0,9,8,40,64,68.0,85.0,ODI,0
India,England,Chennai,Bowling,Cloudy,2,1,177.0,183.0,6,5,76,78,94.0,22.0,T20,1
Afghanistan,New Zealand,Delhi,Bowling,Clear,2,1,194.0,178.0,9,9,57,44,69.0,22.0,T20,1
Australia,South Africa,Bengaluru,Batting,Clear,2,0,172.0,169.0,6,5,51,40,21.0,52.0,T20,1
Bangladesh,New Zealand,London,Batting,Rainy,2,1,146.0,182.0,8,6,51,49,35.0,84.0,ODI,0
Bangladesh,West Indies,Kolkata,Balanced,Rainy,2,0,157.0,194.0,8,5,62,61,20.0,58.0,T20,0
Bangladesh,Pakistan,Chennai,Batting,Cloudy,2,1,178.0,149.0,6,5,67,67,59.0,49.0,ODI,1
West Indies,New Zealand,Delhi,Balanced,Humid,2,1,173.0,184.0,9,9,35,88,97.0,22.0,T20,0
South Africa,Australia,Johannesburg,Batting,Rainy,1,1,163.0,172.0,5,9,88,33,44.0,64.0,ODI,1
Bangladesh,India,Chennai,Batting,Cloudy,1,1,175.0,148.0,9,5,45,61,90.0,56.0,ODI,1
Pakistan,New Zealand,Bengaluru,Batting,Clear,2,0,186.0,169.0,5,5,39,58,36.0,97.0,T20,0
England,Bangladesh,Delhi,Bowling,Clear,2,0,174.0,165.0,6,8,74,63,93.0,32.0,ODI,1
England,Pakistan,Kolkata,Balanced,Humid,1,0,180.0,172.0,4,5,38,82,27.0,78.0,T20,0
South Africa,Bangladesh,Dubai,Balanced,Clear,2,1,155.0,158.0,6,7,31,46,68.0,94.0,ODI,0
Australia,England,Dubai,Balanced,Rainy,2,0,196.0,176.0,9,4,41,43,40.0,53.0,T20,1
Bangladesh,Pakistan,Johannesburg,Balanced,Rainy,2,1,191.0,140.0,6,4,36,79,60.0,22.0,ODI,1
Bangladesh,England,Kolkata,Bowling,Humid,1,0,184.0,161.0,8,6,44,69,80.0,31.0,T20,1
England,Sri Lanka,Delhi,Bowling,Humid,1,0,181.0,168.0,9,7,73,84,21.0,44.0,T20,0
South Africa,Pakistan,London,Bowling,Clear,1,1,169.0,154.0,4,4,64,83,62.0,70.0,ODI,1
Afghanistan,England,Melbourne,Balanced,Humid,1,1,172.0,163.0,5,6,70,61,56.0,32.0,ODI,1
England,Australia,Johannesburg,Batting,Cloudy,2,0,175.0,145.0,6,8,51,47,89.0,46.0,ODI,1
Afghanistan,Bangladesh,Chennai,Batting,Cloudy,2,0,182.0,161.0,8,7,50,69,32.0,94.0,T20,0
West Indies,England,Delhi,Balanced,Rainy,2,1,185.0,155.0,8,9,71,54,80.0,36.0,ODI,1
New Zealand,West Indies,Kolkata,Balanced,Rainy,2,1,192.0,150.0,7,7,39,60,62.0,88.0,T20,1
Pakistan,Afghanistan,Dubai,Bowling,Rainy,2,0,186.0,147.0,8,4,87,35,40.0,92.0,ODI,1
South Africa,New Zealand,Melbourne,Batting,Humid,2,1,152.0,150.0,5,6,31,60,57.0,76.0,ODI,0
Pakistan,Sri Lanka,Mumbai,Balanced,Clear,1,0,158.0,169.0,5,5,70,60,65.0,87.0,ODI,0
Pakistan,India,Dubai,Balanced,Humid,2,0,191.0,152.0,6,6,60,67,40.0,48.0,T20,1
New Zealand,England,Sydney,Batting,Clear,2,1,175.0,152.0,5,4,84,57,48.0,90.0,ODI,1
Afghanistan,Sri Lanka,Kolkata,Bowling,Clear,1,0,158.0,175.0,4,8,75,48,83.0,55.0,ODI,1
Bangladesh,Afghanistan,Chennai,Batting,Humid,1,1,142.0,140.0,7,6,59,50,99.0,23.0,ODI,1
Afghanistan,West Indies,Johannesburg,Bowling,Rainy,2,0,149.0,169.0,5,5,43,36,23.0,81.0,ODI,0
England,South Africa,Delhi,Batting,Humid,1,0,186.0,191.0,8,8,45,77,34.0,49.0,T20,0
South Africa,Pakistan,Delhi,Balanced,Clear,2,1,147.0,160.0,6,4,64,38,49.0,82.0,ODI,0
England,Australia,Delhi,Batting,Humid,1,0,141.0,158.0,6,6,84,33,20.0,54.0,ODI,1
India,Bangladesh,Dubai,Batting,Clear,2,0,162.0,156.0,8,9,49,87,99.0,68.0,ODI,0
West Indies,Afghanistan,Delhi,Bowling,Rainy,1,1,160.0,156.0,4,9,32,40,41.0,97.0,ODI,0
Pakistan,West Indies,Dubai,Bowling,Cloudy,2,0,161.0,184.0,4,7,87,48,56.0,45.0,T20,1
Afghanistan,Pakistan,Sydney,Batting,Cloudy,2,1,161.0,169.0,6,5,71,70,76.0,22.0,ODI,1
India,West Indies,Kolkata,Bowling,Rainy,1,0,193.0,191.0,8,4,62,42,60.0,54.0,T20,1
Sri Lanka,South Africa,Sydney,Balanced,Rainy,1,1,149.0,181.0,6,5,67,83,84.0,51.0,ODI,0
India,Australia,Mumbai,Balanced,Cloudy,2,0,140.0,195.0,6,6,71,51,29.0,97.0,ODI,0
New Zealand,India,Chennai,Balanced,Cloudy,2,1,161.0,144.0,9,6,37,79,89.0,41.0,ODI,0
West Indies,Pakistan,Melbourne,Balanced,Cloudy,2,1,144.0,145.0,9,5,68,57,73.0,38.0,ODI,1
Australia,Bangladesh,Mumbai,Batting,Humid,1,1,192.0,148.0,9,5,41,32,35.0,63.0,ODI,1
India,New Zealand,Dubai,Batting,Rainy,2,1,176.0,167.0,4,5,71,42,36.0,42.0,T20,1
Pakistan,Australia,Melbourne,Bowling,Humid,2,1,151.0,169.0,8,4,41,74,93.0,22.0,ODI,0
Pakistan,Bangladesh,Mumbai,Bowling,Humid,1,1,166.0,176.0,5,7,50,71,31.0,22.0,T20,0
Afghanistan,England,Delhi,Batting,Clear,2,0,177.0,198.0,7,7,85,76,20.0,62.0,T20,0
Australia,Sri Lanka,Johannesburg,Batting,Clear,2,0,145.0,180.0,4,8,51,47,20.0,22.0,ODI,0
New Zealand,Pakistan,Mumbai,Batting,Cloudy,1,1,184.0,184.0,9,7,39,31,28.0,76.0,T20,1
Sri Lanka,Bangladesh,Bengaluru,Balanced,Cloudy,1,0,195.0,173.0,8,7,44,61,39.0,93.0,T20,0
Afghanistan,Australia,Chennai,Batting,Cloudy,1,1,166.0,164.0,5,7,53,86,33.0,75.0,ODI,0
Sri Lanka,India,Chennai,Balanced,Rainy,1,1,191.0,160.0,8,5,78,77,72.0,69.0,T20,1
New Zealand,Bangladesh,London,Bowling,Rainy,1,0,181.0,154.0,4,7,59,73,33.0,99.0,ODI,0
